?procedureReference	?eurovocTopic	?eurovocLabel
COD-2018-0152	<http://eurovoc.europa.eu/6541>	"EU migration policy"@en
COD-2018-0152	<http://eurovoc.europa.eu/c_8a658bb0>	"European Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice"@en
COD-2018-0152	<http://eurovoc.europa.eu/5630>	"Europol"@en
COD-2018-0152	<http://eurovoc.europa.eu/8439>	"Frontex"@en
COD-2018-0152	<http://eurovoc.europa.eu/6626>	"Schengen Information System"@en
COD-2018-0152	<http://eurovoc.europa.eu/453>	"access to information"@en
COD-2018-0152	<http://eurovoc.europa.eu/7410>	"biometrics"@en
COD-2018-0152	<http://eurovoc.europa.eu/5540>	"border control"@en
COD-2018-0152	<http://eurovoc.europa.eu/4488>	"data processing"@en
COD-2018-0152	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0152	<http://eurovoc.europa.eu/5649>	"external border of the EU"@en
COD-2018-0152	<http://eurovoc.europa.eu/4003>	"foreign national"@en
COD-2018-0152	<http://eurovoc.europa.eu/1915>	"illegal migration"@en
COD-2018-0152	<http://eurovoc.europa.eu/4359>	"information system"@en
COD-2018-0152	<http://eurovoc.europa.eu/4004>	"residence permit"@en
COD-2018-0152	<http://eurovoc.europa.eu/5684>	"systems interconnection"@en
COD-2018-0153	<http://eurovoc.europa.eu/6541>	"EU migration policy"@en
COD-2018-0153	<http://eurovoc.europa.eu/5552>	"EU police cooperation"@en
COD-2018-0153	<http://eurovoc.europa.eu/2894>	"activity report"@en
COD-2018-0153	<http://eurovoc.europa.eu/3075>	"aid to refugees"@en
COD-2018-0153	<http://eurovoc.europa.eu/5181>	"data protection"@en
COD-2018-0153	<http://eurovoc.europa.eu/3367>	"diplomatic representation"@en
COD-2018-0153	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0153	<http://eurovoc.europa.eu/5649>	"external border of the EU"@en
COD-2018-0153	<http://eurovoc.europa.eu/1915>	"illegal migration"@en
COD-2018-0153	<http://eurovoc.europa.eu/3422>	"information network"@en
COD-2018-0153	<http://eurovoc.europa.eu/1911>	"return migration"@en
COD-2018-0153	<http://eurovoc.europa.eu/538>	"rights of the individual"@en
COD-2018-0153	<http://eurovoc.europa.eu/2300>	"third country"@en
COD-2018-0153	<http://eurovoc.europa.eu/5933>	"trafficking in human beings"@en
COD-2018-0161	<http://eurovoc.europa.eu/5070>	"administrative formalities"@en
COD-2018-0161	<http://eurovoc.europa.eu/45>	"competitiveness"@en
COD-2018-0161	<http://eurovoc.europa.eu/5581>	"derogation from EU law"@en
COD-2018-0161	<http://eurovoc.europa.eu/3190>	"export (EU)"@en
COD-2018-0161	<http://eurovoc.europa.eu/6568>	"generic drug"@en
COD-2018-0161	<http://eurovoc.europa.eu/2816>	"industrial property"@en
COD-2018-0161	<http://eurovoc.europa.eu/76>	"international competition"@en
COD-2018-0161	<http://eurovoc.europa.eu/5451>	"market approval"@en
COD-2018-0161	<http://eurovoc.europa.eu/1594>	"pharmaceutical legislation"@en
COD-2018-0161	<http://eurovoc.europa.eu/3299>	"single market"@en
COD-2018-0162	<http://eurovoc.europa.eu/2352>	"crew"@en
COD-2018-0162	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0162	<http://eurovoc.europa.eu/5889>	"maritime safety"@en
COD-2018-0162	<http://eurovoc.europa.eu/2041>	"maritime shipping"@en
COD-2018-0162	<http://eurovoc.europa.eu/2868>	"professional qualifications"@en
COD-2018-0162	<http://eurovoc.europa.eu/2932>	"recognition of diplomas"@en
COD-2018-0162	<http://eurovoc.europa.eu/6099>	"recognition of vocational training qualifications"@en
COD-2018-0162	<http://eurovoc.europa.eu/4435>	"rest period"@en
COD-2018-0162	<http://eurovoc.europa.eu/6257>	"simplification of legislation"@en
COD-2018-0168	<http://eurovoc.europa.eu/3567>	"compulsory insurance"@en
COD-2018-0168	<http://eurovoc.europa.eu/2836>	"consumer protection"@en
COD-2018-0168	<http://eurovoc.europa.eu/5181>	"data protection"@en
COD-2018-0168	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0168	<http://eurovoc.europa.eu/3942>	"financial solvency"@en
COD-2018-0168	<http://eurovoc.europa.eu/4166>	"insurance claim"@en
COD-2018-0168	<http://eurovoc.europa.eu/34>	"insurance company"@en
COD-2018-0168	<http://eurovoc.europa.eu/1341>	"insurance indemnity"@en
COD-2018-0168	<http://eurovoc.europa.eu/549>	"insurance law"@en
COD-2018-0168	<http://eurovoc.europa.eu/3303>	"motor vehicle insurance"@en
COD-2018-0168	<http://eurovoc.europa.eu/3055>	"police checks"@en
COD-2018-0168	<http://eurovoc.europa.eu/3673>	"third-party insurance"@en
COD-2018-0168	<http://eurovoc.europa.eu/730>	"transport accident"@en
COD-2018-0169	<http://eurovoc.europa.eu/c_1138d9d2>	"circular economy"@en
COD-2018-0169	<http://eurovoc.europa.eu/2825>	"environmental protection"@en
COD-2018-0169	<http://eurovoc.europa.eu/2680>	"irrigation"@en
COD-2018-0169	<http://eurovoc.europa.eu/3885>	"public health"@en
COD-2018-0169	<http://eurovoc.europa.eu/4628>	"use of water"@en
COD-2018-0169	<http://eurovoc.europa.eu/612>	"wastewater"@en
COD-2018-0169	<http://eurovoc.europa.eu/141>	"water consumption"@en
COD-2018-0169	<http://eurovoc.europa.eu/4853>	"water requirements"@en
COD-2018-0169	<http://eurovoc.europa.eu/3535>	"water resources"@en
COD-2018-0169	<http://eurovoc.europa.eu/476>	"water supply"@en
COD-2018-0169	<http://eurovoc.europa.eu/4485>	"water treatment"@en
COD-2018-0170	<http://eurovoc.europa.eu/6256>	"European Anti-fraud Office"@en
COD-2018-0170	<http://eurovoc.europa.eu/453>	"access to information"@en
COD-2018-0170	<http://eurovoc.europa.eu/171>	"administrative check"@en
COD-2018-0170	<http://eurovoc.europa.eu/206>	"administrative cooperation"@en
COD-2018-0170	<http://eurovoc.europa.eu/2695>	"administrative procedure"@en
COD-2018-0170	<http://eurovoc.europa.eu/5334>	"disclosure of information"@en
COD-2018-0170	<http://eurovoc.europa.eu/5648>	"fraud against the EU"@en
COD-2018-0170	<http://eurovoc.europa.eu/5548>	"interinstitutional cooperation (EU)"@en
COD-2018-0170	<http://eurovoc.europa.eu/5550>	"judicial cooperation in criminal matters in the EU"@en
COD-2018-0170	<http://eurovoc.europa.eu/3971>	"judicial inquiry"@en
COD-2018-0170	<http://eurovoc.europa.eu/5519>	"powers of the institutions (EU)"@en
COD-2018-0170	<http://eurovoc.europa.eu/1938>	"public prosecutor's department"@en
COD-2018-0170	<http://eurovoc.europa.eu/3974>	"rights of the defence"@en
COD-2018-0171	<http://eurovoc.europa.eu/c_96124aaf>	"European Securities and Markets Authority"@en
COD-2018-0171	<http://eurovoc.europa.eu/c_a3b85311>	"European Systemic Risk Board"@en
COD-2018-0171	<http://eurovoc.europa.eu/2098>	"bond"@en
COD-2018-0171	<http://eurovoc.europa.eu/1593>	"delegated legislation"@en
COD-2018-0171	<http://eurovoc.europa.eu/6151>	"euro area"@en
COD-2018-0171	<http://eurovoc.europa.eu/c_a18525ab>	"financial derivative"@en
COD-2018-0171	<http://eurovoc.europa.eu/560>	"financial legislation"@en
COD-2018-0171	<http://eurovoc.europa.eu/c_dcf3f7c0>	"financial risk"@en
COD-2018-0171	<http://eurovoc.europa.eu/c_3e6af2e7>	"financial stability"@en
COD-2018-0171	<http://eurovoc.europa.eu/c_8f89faac>	"financial supervision"@en
COD-2018-0171	<http://eurovoc.europa.eu/5519>	"powers of the institutions (EU)"@en
COD-2018-0171	<http://eurovoc.europa.eu/740>	"public borrowing"@en
COD-2018-0171	<http://eurovoc.europa.eu/137>	"rescheduling of public debt"@en
COD-2018-0171	<http://eurovoc.europa.eu/5021>	"treasury bill"@en
COD-2018-0178	<http://eurovoc.europa.eu/5794>	"EU environmental policy"@en
COD-2018-0178	<http://eurovoc.europa.eu/434743>	"climate change policy"@en
COD-2018-0178	<http://eurovoc.europa.eu/5992>	"economic activity"@en
COD-2018-0178	<http://eurovoc.europa.eu/5682>	"economic instrument for the environment"@en
COD-2018-0178	<http://eurovoc.europa.eu/3139>	"environmental impact"@en
COD-2018-0178	<http://eurovoc.europa.eu/2825>	"environmental protection"@en
COD-2018-0178	<http://eurovoc.europa.eu/1804>	"financial market"@en
COD-2018-0178	<http://eurovoc.europa.eu/c_749f2ce9>	"green economy"@en
COD-2018-0178	<http://eurovoc.europa.eu/1488>	"investment"@en
COD-2018-0178	<http://eurovoc.europa.eu/5585>	"sustainable development"@en
COD-2018-0187	<http://eurovoc.europa.eu/5283>	"EU Member State"@en
COD-2018-0187	<http://eurovoc.europa.eu/5283>	"EU Member State"@en
COD-2018-0187	<http://eurovoc.europa.eu/2897>	"approximation of laws"@en
COD-2018-0187	<http://eurovoc.europa.eu/2897>	"approximation of laws"@en
COD-2018-0187	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0187	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0187	<http://eurovoc.europa.eu/1015>	"excise duty"@en
COD-2018-0187	<http://eurovoc.europa.eu/1015>	"excise duty"@en
COD-2018-0187	<http://eurovoc.europa.eu/5542>	"export monitoring"@en
COD-2018-0187	<http://eurovoc.europa.eu/5542>	"export monitoring"@en
COD-2018-0187	<http://eurovoc.europa.eu/5441>	"information technology applications"@en
COD-2018-0187	<http://eurovoc.europa.eu/5441>	"information technology applications"@en
COD-2018-0187	<http://eurovoc.europa.eu/619>	"intra-EU trade"@en
COD-2018-0187	<http://eurovoc.europa.eu/619>	"intra-EU trade"@en
COD-2018-0187	<http://eurovoc.europa.eu/6268>	"surveillance concerning imports"@en
COD-2018-0187	<http://eurovoc.europa.eu/6268>	"surveillance concerning imports"@en
COD-2018-0189	<http://eurovoc.europa.eu/2143>	"World Intellectual Property Organisation"@en
COD-2018-0189	<http://eurovoc.europa.eu/5420>	"accession to an agreement"@en
COD-2018-0189	<http://eurovoc.europa.eu/2450>	"common commercial policy"@en
COD-2018-0189	<http://eurovoc.europa.eu/2712>	"craft production"@en
COD-2018-0189	<http://eurovoc.europa.eu/3173>	"designation of origin"@en
COD-2018-0189	<http://eurovoc.europa.eu/2817>	"intellectual property"@en
COD-2018-0189	<http://eurovoc.europa.eu/3461>	"international agreement"@en
COD-2018-0189	<http://eurovoc.europa.eu/11>	"international trade"@en
COD-2018-0189	<http://eurovoc.europa.eu/5573>	"product designation"@en
COD-2018-0190	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
COD-2018-0190	<http://eurovoc.europa.eu/5769>	"EU office or agency"@en
COD-2018-0190	<http://eurovoc.europa.eu/5315>	"EU programme"@en
COD-2018-0190	<http://eurovoc.europa.eu/283>	"artistic creation"@en
COD-2018-0190	<http://eurovoc.europa.eu/3598>	"artistic profession"@en
COD-2018-0190	<http://eurovoc.europa.eu/1366>	"audiovisual industry"@en
COD-2018-0190	<http://eurovoc.europa.eu/5187>	"audiovisual production"@en
COD-2018-0190	<http://eurovoc.europa.eu/208>	"cultural cooperation"@en
COD-2018-0190	<http://eurovoc.europa.eu/2278>	"cultural heritage"@en
COD-2018-0190	<http://eurovoc.europa.eu/4097>	"cultural pluralism"@en
COD-2018-0190	<http://eurovoc.europa.eu/5160>	"cultural prize"@en
COD-2018-0190	<http://eurovoc.europa.eu/6563>	"cultural promotion"@en
COD-2018-0190	<http://eurovoc.europa.eu/1364>	"culture industry"@en
COD-2018-0190	<http://eurovoc.europa.eu/1946>	"labour mobility"@en
COD-2018-0190	<http://eurovoc.europa.eu/7941>	"language policy"@en
COD-2018-0190	<http://eurovoc.europa.eu/5793>	"pluralism in the media"@en
COD-2018-0190	<http://eurovoc.europa.eu/918>	"project evaluation"@en
COD-2018-0191	<http://eurovoc.europa.eu/5315>	"EU programme"@en
COD-2018-0191	<http://eurovoc.europa.eu/5491>	"European citizenship"@en
COD-2018-0191	<http://eurovoc.europa.eu/280>	"access to education"@en
COD-2018-0191	<http://eurovoc.europa.eu/677>	"continuing education"@en
COD-2018-0191	<http://eurovoc.europa.eu/6920>	"cooperation in the field of education"@en
COD-2018-0191	<http://eurovoc.europa.eu/5176>	"educational exchange"@en
COD-2018-0191	<http://eurovoc.europa.eu/4245>	"sport"@en
COD-2018-0191	<http://eurovoc.europa.eu/1950>	"student mobility"@en
COD-2018-0191	<http://eurovoc.europa.eu/3683>	"teaching method"@en
COD-2018-0191	<http://eurovoc.europa.eu/795>	"vocational education"@en
COD-2018-0191	<http://eurovoc.europa.eu/1074>	"vocational training"@en
COD-2018-0191	<http://eurovoc.europa.eu/6215>	"youth policy"@en
COD-2018-0194	<http://eurovoc.europa.eu/5315>	"EU programme"@en
COD-2018-0194	<http://eurovoc.europa.eu/5315>	"EU programme"@en
COD-2018-0194	<http://eurovoc.europa.eu/4602>	"Economic and Monetary Union"@en
COD-2018-0194	<http://eurovoc.europa.eu/4602>	"Economic and Monetary Union"@en
COD-2018-0194	<http://eurovoc.europa.eu/5455>	"European Central Bank"@en
COD-2018-0194	<http://eurovoc.europa.eu/5455>	"European Central Bank"@en
COD-2018-0194	<http://eurovoc.europa.eu/5630>	"Europol"@en
COD-2018-0194	<http://eurovoc.europa.eu/5630>	"Europol"@en
COD-2018-0194	<http://eurovoc.europa.eu/8434>	"counterfeiting"@en
COD-2018-0194	<http://eurovoc.europa.eu/8434>	"counterfeiting"@en
COD-2018-0194	<http://eurovoc.europa.eu/226>	"cross-border cooperation"@en
COD-2018-0194	<http://eurovoc.europa.eu/226>	"cross-border cooperation"@en
COD-2018-0194	<http://eurovoc.europa.eu/665>	"euro"@en
COD-2018-0194	<http://eurovoc.europa.eu/665>	"euro"@en
COD-2018-0194	<http://eurovoc.europa.eu/1092>	"fraud"@en
COD-2018-0194	<http://eurovoc.europa.eu/1092>	"fraud"@en
COD-2018-0194	<http://eurovoc.europa.eu/5648>	"fraud against the EU"@en
COD-2018-0194	<http://eurovoc.europa.eu/5648>	"fraud against the EU"@en
COD-2018-0196	<http://eurovoc.europa.eu/5643>	"Cohesion Fund"@en
COD-2018-0196	<http://eurovoc.europa.eu/450658>	"EAFRD"@en
COD-2018-0196	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
COD-2018-0196	<http://eurovoc.europa.eu/6541>	"EU migration policy"@en
COD-2018-0196	<http://eurovoc.europa.eu/c_4e3beee2>	"European Maritime and Fisheries Fund"@en
COD-2018-0196	<http://eurovoc.europa.eu/1056>	"European Regional Development Fund"@en
COD-2018-0196	<http://eurovoc.europa.eu/c_9a1bc51d>	"European Semester"@en
COD-2018-0196	<http://eurovoc.europa.eu/4056>	"European Social Fund"@en
COD-2018-0196	<http://eurovoc.europa.eu/3453>	"European security"@en
COD-2018-0196	<http://eurovoc.europa.eu/c_2a1a9fdc>	"European territorial cooperation"@en
COD-2018-0196	<http://eurovoc.europa.eu/3350>	"carry-over of appropriations"@en
COD-2018-0196	<http://eurovoc.europa.eu/5499>	"economic and social cohesion"@en
COD-2018-0196	<http://eurovoc.europa.eu/5649>	"external border of the EU"@en
COD-2018-0196	<http://eurovoc.europa.eu/5787>	"multiannual financial framework"@en
COD-2018-0197	<http://eurovoc.europa.eu/5643>	"Cohesion Fund"@en
COD-2018-0197	<http://eurovoc.europa.eu/2516>	"EU regional policy"@en
COD-2018-0197	<http://eurovoc.europa.eu/1056>	"European Regional Development Fund"@en
COD-2018-0197	<http://eurovoc.europa.eu/310>	"economic growth"@en
COD-2018-0197	<http://eurovoc.europa.eu/5561>	"eligibility criteria"@en
COD-2018-0197	<http://eurovoc.europa.eu/723>	"employment aid"@en
COD-2018-0197	<http://eurovoc.europa.eu/3052>	"less-favoured region"@en
COD-2018-0197	<http://eurovoc.europa.eu/976>	"regional aid"@en
COD-2018-0197	<http://eurovoc.europa.eu/431>	"regional development"@en
COD-2018-0197	<http://eurovoc.europa.eu/462>	"regional disparity"@en
COD-2018-0204	<http://eurovoc.europa.eu/5400>	"access to the courts"@en
COD-2018-0204	<http://eurovoc.europa.eu/2699>	"civil procedure"@en
COD-2018-0204	<http://eurovoc.europa.eu/5181>	"data protection"@en
COD-2018-0204	<http://eurovoc.europa.eu/4502>	"data transmission"@en
COD-2018-0204	<http://eurovoc.europa.eu/1593>	"delegated legislation"@en
COD-2018-0204	<http://eurovoc.europa.eu/5334>	"disclosure of information"@en
COD-2018-0204	<http://eurovoc.europa.eu/6894>	"electronic government"@en
COD-2018-0204	<http://eurovoc.europa.eu/4359>	"information system"@en
COD-2018-0204	<http://eurovoc.europa.eu/8480>	"judicial cooperation in civil matters in the EU"@en
COD-2018-0204	<http://eurovoc.europa.eu/5595>	"personal data"@en
COD-2018-0204	<http://eurovoc.europa.eu/1079>	"provision of documents"@en
COD-2018-0204	<http://eurovoc.europa.eu/3974>	"rights of the defence"@en
COD-2018-0208	<http://eurovoc.europa.eu/5315>	"EU programme"@en
COD-2018-0208	<http://eurovoc.europa.eu/5400>	"access to the courts"@en
COD-2018-0208	<http://eurovoc.europa.eu/6920>	"cooperation in the field of education"@en
COD-2018-0208	<http://eurovoc.europa.eu/584>	"human rights"@en
COD-2018-0208	<http://eurovoc.europa.eu/8480>	"judicial cooperation in civil matters in the EU"@en
COD-2018-0208	<http://eurovoc.europa.eu/5550>	"judicial cooperation in criminal matters in the EU"@en
COD-2018-0208	<http://eurovoc.europa.eu/5923>	"legal system"@en
COD-2018-0208	<http://eurovoc.europa.eu/5811>	"mutual recognition principle"@en
COD-2018-0208	<http://eurovoc.europa.eu/538>	"rights of the individual"@en
COD-2018-0208	<http://eurovoc.europa.eu/5622>	"rule of law"@en
COD-2018-0210	<http://eurovoc.europa.eu/c_4e3beee2>	"European Maritime and Fisheries Fund"@en
COD-2018-0210	<http://eurovoc.europa.eu/2320>	"aquaculture"@en
COD-2018-0210	<http://eurovoc.europa.eu/2455>	"common fisheries policy"@en
COD-2018-0210	<http://eurovoc.europa.eu/5856>	"distribution of EU funding"@en
COD-2018-0210	<http://eurovoc.europa.eu/5913>	"fisheries structure"@en
COD-2018-0210	<http://eurovoc.europa.eu/1159>	"fishery management"@en
COD-2018-0210	<http://eurovoc.europa.eu/3544>	"fishery resources"@en
COD-2018-0210	<http://eurovoc.europa.eu/1372>	"fishing industry"@en
COD-2018-0210	<http://eurovoc.europa.eu/5228>	"fishing regulations"@en
COD-2018-0210	<http://eurovoc.europa.eu/c_4523e1dd>	"food security"@en
COD-2018-0210	<http://eurovoc.europa.eu/5158>	"general budget (EU)"@en
COD-2018-0210	<http://eurovoc.europa.eu/c_8d31aed6>	"integrated maritime policy"@en
COD-2018-0210	<http://eurovoc.europa.eu/6404>	"marine ecosystem"@en
COD-2018-0210	<http://eurovoc.europa.eu/c_d978c1fc>	"maritime economy"@en
COD-2018-0210	<http://eurovoc.europa.eu/5585>	"sustainable development"@en
COD-2018-0211	<http://eurovoc.europa.eu/1005>	"EU financing"@en
COD-2018-0211	<http://eurovoc.europa.eu/5315>	"EU programme"@en
COD-2018-0211	<http://eurovoc.europa.eu/206>	"administrative cooperation"@en
COD-2018-0211	<http://eurovoc.europa.eu/245>	"corruption"@en
COD-2018-0211	<http://eurovoc.europa.eu/5545>	"customs cooperation"@en
COD-2018-0211	<http://eurovoc.europa.eu/1593>	"delegated legislation"@en
COD-2018-0211	<http://eurovoc.europa.eu/6894>	"electronic government"@en
COD-2018-0211	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0211	<http://eurovoc.europa.eu/1092>	"fraud"@en
COD-2018-0211	<http://eurovoc.europa.eu/5648>	"fraud against the EU"@en
COD-2018-0211	<http://eurovoc.europa.eu/4359>	"information system"@en
COD-2018-0216	<http://eurovoc.europa.eu/450658>	"EAFRD"@en
COD-2018-0216	<http://eurovoc.europa.eu/450652>	"EAGF"@en
COD-2018-0216	<http://eurovoc.europa.eu/c_8b0ac3e2>	"EU direct payments"@en
COD-2018-0216	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
COD-2018-0216	<http://eurovoc.europa.eu/5575>	"agricultural expenditure"@en
COD-2018-0216	<http://eurovoc.europa.eu/2477>	"agricultural production policy"@en
COD-2018-0216	<http://eurovoc.europa.eu/2965>	"aid to agriculture"@en
COD-2018-0216	<http://eurovoc.europa.eu/252>	"cotton"@en
COD-2018-0216	<http://eurovoc.europa.eu/2971>	"farm development plan"@en
COD-2018-0216	<http://eurovoc.europa.eu/3679>	"farmers' income"@en
COD-2018-0216	<http://eurovoc.europa.eu/2493>	"policy on agricultural structures"@en
COD-2018-0216	<http://eurovoc.europa.eu/2969>	"reform of the CAP"@en
COD-2018-0216	<http://eurovoc.europa.eu/1542>	"rural development"@en
COD-2018-0216	<http://eurovoc.europa.eu/6308>	"sustainable agriculture"@en
COD-2018-0216	<http://eurovoc.europa.eu/4734>	"viticulture"@en
COD-2018-0216	<http://eurovoc.europa.eu/2981>	"young farmer"@en
COD-2018-0218	<http://eurovoc.europa.eu/1789>	"EU agricultural market"@en
COD-2018-0218	<http://eurovoc.europa.eu/4117>	"agricultural situation"@en
COD-2018-0218	<http://eurovoc.europa.eu/613>	"agricultural trade"@en
COD-2018-0218	<http://eurovoc.europa.eu/2965>	"aid to agriculture"@en
COD-2018-0218	<http://eurovoc.europa.eu/2173>	"common organisation of markets"@en
COD-2018-0218	<http://eurovoc.europa.eu/3173>	"designation of origin"@en
COD-2018-0218	<http://eurovoc.europa.eu/2639>	"farm prices"@en
COD-2018-0218	<http://eurovoc.europa.eu/3191>	"import (EU)"@en
COD-2018-0218	<http://eurovoc.europa.eu/893>	"labelling"@en
COD-2018-0218	<http://eurovoc.europa.eu/1486>	"market intervention"@en
COD-2018-0218	<http://eurovoc.europa.eu/4128>	"peripheral region"@en
COD-2018-0218	<http://eurovoc.europa.eu/1201>	"producer group"@en
COD-2018-0218	<http://eurovoc.europa.eu/5573>	"product designation"@en
COD-2018-0218	<http://eurovoc.europa.eu/2972>	"regulation of agricultural production"@en
COD-2018-0218	<http://eurovoc.europa.eu/4691>	"sheepmeat"@en
COD-2018-0218	<http://eurovoc.europa.eu/4708>	"vineyard"@en
COD-2018-0218	<http://eurovoc.europa.eu/4713>	"wine"@en
COD-2018-0230	<http://eurovoc.europa.eu/5769>	"EU office or agency"@en
COD-2018-0230	<http://eurovoc.europa.eu/5315>	"EU programme"@en
COD-2018-0230	<http://eurovoc.europa.eu/2467>	"education policy"@en
COD-2018-0230	<http://eurovoc.europa.eu/3074>	"humanitarian aid"@en
COD-2018-0230	<http://eurovoc.europa.eu/5891>	"public awareness campaign"@en
COD-2018-0230	<http://eurovoc.europa.eu/1074>	"vocational training"@en
COD-2018-0230	<http://eurovoc.europa.eu/3331>	"voluntary organisation"@en
COD-2018-0230	<http://eurovoc.europa.eu/3330>	"voluntary work"@en
COD-2018-0230	<http://eurovoc.europa.eu/1528>	"young person"@en
COD-2018-0230	<http://eurovoc.europa.eu/3529>	"youth employment"@en
COD-2018-0230	<http://eurovoc.europa.eu/6215>	"youth policy"@en
COD-2018-0231	<http://eurovoc.europa.eu/1005>	"EU financing"@en
COD-2018-0231	<http://eurovoc.europa.eu/5315>	"EU programme"@en
COD-2018-0231	<http://eurovoc.europa.eu/4258>	"EU statistics"@en
COD-2018-0231	<http://eurovoc.europa.eu/45>	"competitiveness"@en
COD-2018-0231	<http://eurovoc.europa.eu/6030>	"data collection"@en
COD-2018-0231	<http://eurovoc.europa.eu/5891>	"public awareness campaign"@en
COD-2018-0231	<http://eurovoc.europa.eu/3299>	"single market"@en
COD-2018-0231	<http://eurovoc.europa.eu/2359>	"small and medium-sized enterprises"@en
COD-2018-0243	<http://eurovoc.europa.eu/862>	"EU aid"@en
COD-2018-0243	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
COD-2018-0243	<http://eurovoc.europa.eu/7932>	"European neighbourhood policy"@en
COD-2018-0243	<http://eurovoc.europa.eu/6374>	"aid evaluation"@en
COD-2018-0243	<http://eurovoc.europa.eu/434743>	"climate change policy"@en
COD-2018-0243	<http://eurovoc.europa.eu/3489>	"cooperation policy"@en
COD-2018-0243	<http://eurovoc.europa.eu/381>	"democracy"@en
COD-2018-0243	<http://eurovoc.europa.eu/3077>	"development aid"@en
COD-2018-0243	<http://eurovoc.europa.eu/922>	"financial aid"@en
COD-2018-0243	<http://eurovoc.europa.eu/584>	"human rights"@en
COD-2018-0243	<http://eurovoc.europa.eu/766>	"investment aid"@en
COD-2018-0243	<http://eurovoc.europa.eu/5622>	"rule of law"@en
COD-2018-0243	<http://eurovoc.europa.eu/5585>	"sustainable development"@en
COD-2018-0243	<http://eurovoc.europa.eu/80>	"terms for aid"@en
COD-2018-0243	<http://eurovoc.europa.eu/5873>	"the EU's international role"@en
COD-2018-0247	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
COD-2018-0247	<http://eurovoc.europa.eu/7932>	"European neighbourhood policy"@en
COD-2018-0247	<http://eurovoc.europa.eu/2968>	"administrative reform"@en
COD-2018-0247	<http://eurovoc.europa.eu/6374>	"aid evaluation"@en
COD-2018-0247	<http://eurovoc.europa.eu/226>	"cross-border cooperation"@en
COD-2018-0247	<http://eurovoc.europa.eu/3295>	"distribution of aid"@en
COD-2018-0247	<http://eurovoc.europa.eu/5499>	"economic and social cohesion"@en
COD-2018-0247	<http://eurovoc.europa.eu/5840>	"economic reform"@en
COD-2018-0247	<http://eurovoc.europa.eu/4181>	"institutional reform"@en
COD-2018-0247	<http://eurovoc.europa.eu/5841>	"political reform"@en
COD-2018-0247	<http://eurovoc.europa.eu/5518>	"powers of the EP"@en
COD-2018-0247	<http://eurovoc.europa.eu/7132>	"pre-accession aid"@en
COD-2018-0247	<http://eurovoc.europa.eu/4348>	"suspension of aid"@en
COD-2018-0247	<http://eurovoc.europa.eu/80>	"terms for aid"@en
COD-2018-0248	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
COD-2018-0248	<http://eurovoc.europa.eu/6541>	"EU migration policy"@en
COD-2018-0248	<http://eurovoc.europa.eu/447958>	"European Asylum Support Office"@en
COD-2018-0248	<http://eurovoc.europa.eu/6219>	"European Union Agency for Fundamental Rights"@en
COD-2018-0248	<http://eurovoc.europa.eu/8439>	"Frontex"@en
COD-2018-0248	<http://eurovoc.europa.eu/2792>	"action programme"@en
COD-2018-0248	<http://eurovoc.europa.eu/3075>	"aid to refugees"@en
COD-2018-0248	<http://eurovoc.europa.eu/6222>	"area of freedom, security and justice"@en
COD-2018-0248	<http://eurovoc.europa.eu/5649>	"external border of the EU"@en
COD-2018-0248	<http://eurovoc.europa.eu/1052>	"fund (EU)"@en
COD-2018-0248	<http://eurovoc.europa.eu/1462>	"integration of migrants"@en
COD-2018-0248	<http://eurovoc.europa.eu/185>	"migration control"@en
COD-2018-0248	<http://eurovoc.europa.eu/1911>	"return migration"@en
COD-2018-0248	<http://eurovoc.europa.eu/5597>	"right of asylum"@en
COD-2018-0249	<http://eurovoc.europa.eu/5796>	" EU visa policy"@en
COD-2018-0249	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
COD-2018-0249	<http://eurovoc.europa.eu/6541>	"EU migration policy"@en
COD-2018-0249	<http://eurovoc.europa.eu/c_ff638149>	"asylum seeker"@en
COD-2018-0249	<http://eurovoc.europa.eu/6030>	"data collection"@en
COD-2018-0249	<http://eurovoc.europa.eu/5649>	"external border of the EU"@en
COD-2018-0249	<http://eurovoc.europa.eu/1052>	"fund (EU)"@en
COD-2018-0249	<http://eurovoc.europa.eu/584>	"human rights"@en
COD-2018-0249	<http://eurovoc.europa.eu/5595>	"personal data"@en
COD-2018-0249	<http://eurovoc.europa.eu/5518>	"powers of the EP"@en
COD-2018-0250	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
